1542135330.62019 | #LOG_START           | ===
1542135965.60586 | SPEED                | 0 kph
1542135965.83032 | INTAKE_TEMP          | 28 degC
1542135965.83174 | #FRAME_END           | ---
1542135966.33286 | #FRAME_START         | ---
1542135966.36100 | ELM_VOLTAGE          | N/V
1542135966.57543 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135966.79113 | COOLANT_TEMP         | 64 degC
1542135967.01415 | INTAKE_PRESSURE      | 40 kilopascal
1542135967.23746 | RPM                  | 757.0 revolutions_per_minute
1542135967.44532 | SPEED                | 0 kph
1542135967.67093 | INTAKE_TEMP          | 28 degC
1542135967.67229 | #FRAME_END           | ---
1542135968.17346 | #FRAME_START         | ---
1542135968.20104 | ELM_VOLTAGE          | N/V
1542135968.41519 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135968.63084 | COOLANT_TEMP         | 64 degC
1542135968.85387 | INTAKE_PRESSURE      | 40 kilopascal
1542135969.07725 | RPM                  | 753.0 revolutions_per_minute
1542135969.30123 | SPEED                | 0 kph
1542135969.52686 | INTAKE_TEMP          | 28 degC
1542135969.52824 | #FRAME_END           | ---
1542135970.03309 | #FRAME_START         | ---
1542135970.07105 | ELM_VOLTAGE          | N/V
1542135970.28688 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135970.50243 | COOLANT_TEMP         | 65 degC
1542135970.72547 | INTAKE_PRESSURE      | 40 kilopascal
1542135970.96448 | RPM                  | 750.0 revolutions_per_minute
1542135971.18823 | SPEED                | 0 kph
1542135971.41363 | INTAKE_TEMP          | 28 degC
1542135971.41494 | #FRAME_END           | ---
1542135971.91606 | #FRAME_START         | ---
1542135971.94106 | ELM_VOLTAGE          | N/V
1542135972.15835 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135972.37405 | COOLANT_TEMP         | 65 degC
1542135972.59659 | INTAKE_PRESSURE      | 40 kilopascal
1542135972.82004 | RPM                  | 758.0 revolutions_per_minute
1542135973.04392 | SPEED                | 0 kph
1542135973.26924 | INTAKE_TEMP          | 28 degC
1542135973.27071 | #FRAME_END           | ---
1542135973.77184 | #FRAME_START         | ---
1542135973.80094 | ELM_VOLTAGE          | N/V
1542135974.01402 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135974.22933 | COOLANT_TEMP         | 65 degC
1542135974.45148 | INTAKE_PRESSURE      | 40 kilopascal
1542135974.67571 | RPM                  | 753.0 revolutions_per_minute
1542135974.89947 | SPEED                | 0 kph
1542135975.12523 | INTAKE_TEMP          | 28 degC
1542135975.12654 | #FRAME_END           | ---
1542135975.63212 | #FRAME_START         | ---
1542135975.68234 | ELM_VOLTAGE          | N/V
1542135975.90182 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135976.11739 | COOLANT_TEMP         | 65 degC
1542135976.34004 | INTAKE_PRESSURE      | 40 kilopascal
1542135976.56340 | RPM                  | 755.0 revolutions_per_minute
1542135976.78727 | SPEED                | 0 kph
1542135977.01268 | INTAKE_TEMP          | 28 degC
1542135977.01403 | #FRAME_END           | ---
1542135977.51516 | #FRAME_START         | ---
1542135977.54095 | ELM_VOLTAGE          | N/V
1542135977.75740 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135977.97257 | COOLANT_TEMP         | 65 degC
1542135978.19565 | INTAKE_PRESSURE      | 41 kilopascal
1542135978.41915 | RPM                  | 764.0 revolutions_per_minute
1542135978.64298 | SPEED                | 0 kph
1542135978.86832 | INTAKE_TEMP          | 28 degC
1542135978.86975 | #FRAME_END           | ---
1542135979.37089 | #FRAME_START         | ---
1542135979.40113 | ELM_VOLTAGE          | N/V
1542135979.62926 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135979.84482 | COOLANT_TEMP         | 65 degC
1542135980.06792 | INTAKE_PRESSURE      | 40 kilopascal
1542135980.29137 | RPM                  | 744.0 revolutions_per_minute
1542135980.49917 | SPEED                | 0 kph
1542135980.72905 | INTAKE_TEMP          | 28 degC
1542135980.73056 | #FRAME_END           | ---
1542135981.23478 | #FRAME_START         | ---
1542135981.27025 | ELM_VOLTAGE          | N/V
1542135981.48496 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135981.70062 | COOLANT_TEMP         | 65 degC
1542135981.92354 | INTAKE_PRESSURE      | 40 kilopascal
1542135982.14697 | RPM                  | 752.0 revolutions_per_minute
1542135982.35486 | SPEED                | 0 kph
1542135982.58044 | INTAKE_TEMP          | 28 degC
1542135982.58187 | #FRAME_END           | ---
1542135983.08299 | #FRAME_START         | ---
1542135983.11103 | ELM_VOLTAGE          | N/V
1542135983.32457 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135983.54025 | COOLANT_TEMP         | 65 degC
1542135983.76325 | INTAKE_PRESSURE      | 40 kilopascal
1542135983.98668 | RPM                  | 748.0 revolutions_per_minute
1542135984.21047 | SPEED                | 0 kph
1542135984.43607 | INTAKE_TEMP          | 28 degC
1542135984.43744 | #FRAME_END           | ---
1542135984.93874 | #FRAME_START         | ---
1542135984.97100 | ELM_VOLTAGE          | N/V
1542135985.19626 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135985.41184 | COOLANT_TEMP         | 65 degC
1542135985.63496 | INTAKE_PRESSURE      | 40 kilopascal
1542135985.85834 | RPM                  | 746.0 revolutions_per_minute
1542135986.08237 | SPEED                | 0 kph
1542135986.31050 | INTAKE_TEMP          | 28 degC
1542135986.31207 | #FRAME_END           | ---
1542135986.81647 | #FRAME_START         | ---
1542135986.85110 | ELM_VOLTAGE          | N/V
1542135987.06800 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135987.28296 | COOLANT_TEMP         | 65 degC
1542135987.49018 | INTAKE_PRESSURE      | 40 kilopascal
1542135987.71350 | RPM                  | 742.0 revolutions_per_minute
1542135987.93730 | SPEED                | 0 kph
1542135988.16282 | INTAKE_TEMP          | 28 degC
1542135988.16414 | #FRAME_END           | ---
1542135988.66527 | #FRAME_START         | ---
1542135988.69095 | ELM_VOLTAGE          | N/V
1542135988.92358 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135989.13865 | COOLANT_TEMP         | 65 degC
1542135989.36192 | INTAKE_PRESSURE      | 41 kilopascal
1542135989.58517 | RPM                  | 752.0 revolutions_per_minute
1542135989.80898 | SPEED                | 0 kph
1542135990.03443 | INTAKE_TEMP          | 28 degC
1542135990.03575 | #FRAME_END           | ---
1542135990.53688 | #FRAME_START         | ---
1542135990.56094 | ELM_VOLTAGE          | N/V
1542135990.77923 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135990.99437 | COOLANT_TEMP         | 66 degC
1542135991.21742 | INTAKE_PRESSURE      | 54 kilopascal
1542135991.44088 | RPM                  | 2066.0 revolutions_per_minute
1542135991.66395 | SPEED                | 1 kph
1542135991.89028 | INTAKE_TEMP          | 29 degC
1542135991.89160 | #FRAME_END           | ---
1542135992.39297 | #FRAME_START         | ---
1542135992.42102 | ELM_VOLTAGE          | N/V
1542135992.63485 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135992.85018 | COOLANT_TEMP         | 66 degC
1542135993.05718 | INTAKE_PRESSURE      | 75 kilopascal
1542135993.28056 | RPM                  | 1618.0 revolutions_per_minute
1542135993.50439 | SPEED                | 13 kph
1542135993.71394 | INTAKE_TEMP          | 29 degC
1542135993.71522 | #FRAME_END           | ---
1542135994.21636 | #FRAME_START         | ---
1542135994.24094 | ELM_VOLTAGE          | N/V
1542135994.45857 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542135994.67371 | COOLANT_TEMP         | 66 degC
1542135994.89689 | INTAKE_PRESSURE      | 31 kilopascal
1542135995.12038 | RPM                  | 1228.0 revolutions_per_minute
1542135995.34416 | SPEED                | 15 kph
1542135995.57017 | INTAKE_TEMP          | 29 degC
1542135995.57155 | #FRAME_END           | ---
1542135996.07270 | #FRAME_START         | ---
1542135996.10098 | ELM_VOLTAGE          | N/V
1542135996.33054 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135996.54597 | COOLANT_TEMP         | 66 degC
1542135996.76906 | INTAKE_PRESSURE      | 72 kilopascal
1542135996.99240 | RPM                  | 1538.0 revolutions_per_minute
1542135997.21644 | SPEED                | 20 kph
1542135997.44188 | INTAKE_TEMP          | 29 degC
1542135997.44325 | #FRAME_END           | ---
1542135997.95124 | #FRAME_START         | ---
1542135997.99042 | ELM_VOLTAGE          | N/V
1542135998.21812 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542135998.43365 | COOLANT_TEMP         | 66 degC
1542135998.65666 | INTAKE_PRESSURE      | 89 kilopascal
1542135998.88007 | RPM                  | 2131.0 revolutions_per_minute
1542135999.08800 | SPEED                | 28 kph
1542135999.29750 | INTAKE_TEMP          | 30 degC
1542135999.29891 | #FRAME_END           | ---
1542135999.79979 | #FRAME_START         | ---
1542135999.83106 | ELM_VOLTAGE          | N/V
1542136000.04205 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136000.25752 | COOLANT_TEMP         | 65 degC
1542136000.46464 | INTAKE_PRESSURE      | 31 kilopascal
1542136000.67202 | RPM                  | 2509.0 revolutions_per_minute
1542136000.89561 | SPEED                | 35 kph
1542136001.12135 | INTAKE_TEMP          | 30 degC
1542136001.12270 | #FRAME_END           | ---
1542136001.62388 | #FRAME_START         | ---
1542136001.65105 | ELM_VOLTAGE          | N/V
1542136001.88158 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136002.09696 | COOLANT_TEMP         | 66 degC
1542136002.32028 | INTAKE_PRESSURE      | 77 kilopascal
1542136002.54347 | RPM                  | 2038.0 revolutions_per_minute
1542136002.76730 | SPEED                | 39 kph
1542136002.99285 | INTAKE_TEMP          | 30 degC
1542136002.99422 | #FRAME_END           | ---
1542136003.49538 | #FRAME_START         | ---
1542136003.52123 | ELM_VOLTAGE          | N/V
1542136003.73703 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136003.96812 | COOLANT_TEMP         | 65 degC
1542136004.19131 | INTAKE_PRESSURE      | 72 kilopascal
1542136004.39863 | RPM                  | 2297.0 revolutions_per_minute
1542136004.62257 | SPEED                | 44 kph
1542136004.83203 | INTAKE_TEMP          | 31 degC
1542136004.83335 | #FRAME_END           | ---
1542136005.33448 | #FRAME_START         | ---
1542136005.36094 | ELM_VOLTAGE          | N/V
1542136005.57580 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136005.79179 | COOLANT_TEMP         | 65 degC
1542136006.01503 | INTAKE_PRESSURE      | 44 kilopascal
1542136006.23828 | RPM                  | 2417.0 revolutions_per_minute
1542136006.44628 | SPEED                | 46 kph
1542136006.67180 | INTAKE_TEMP          | 30 degC
1542136006.67313 | #FRAME_END           | ---
1542136007.17424 | #FRAME_START         | ---
1542136007.20179 | ELM_VOLTAGE          | N/V
1542136007.41635 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136007.63156 | COOLANT_TEMP         | 65 degC
1542136007.83859 | INTAKE_PRESSURE      | 24 kilopascal
1542136008.06210 | RPM                  | 2291.0 revolutions_per_minute
1542136008.28591 | SPEED                | 43 kph
1542136008.51137 | INTAKE_TEMP          | 30 degC
1542136008.51268 | #FRAME_END           | ---
1542136009.01607 | #FRAME_START         | ---
1542136009.04098 | ELM_VOLTAGE          | N/V
1542136009.25691 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136009.48715 | COOLANT_TEMP         | 65 degC
1542136009.69441 | INTAKE_PRESSURE      | 21 kilopascal
1542136009.91788 | RPM                  | 2097.0 revolutions_per_minute
1542136010.12577 | SPEED                | 39 kph
1542136010.35100 | INTAKE_TEMP          | 30 degC
1542136010.35231 | #FRAME_END           | ---
1542136010.85344 | #FRAME_START         | ---
1542136010.88095 | ELM_VOLTAGE          | N/V
1542136011.09574 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136011.31094 | COOLANT_TEMP         | 65 degC
1542136011.53402 | INTAKE_PRESSURE      | 22 kilopascal
1542136011.75734 | RPM                  | 1374.0 revolutions_per_minute
1542136011.98183 | SPEED                | 35 kph
1542136012.20729 | INTAKE_TEMP          | 30 degC
1542136012.20866 | #FRAME_END           | ---
1542136012.70988 | #FRAME_START         | ---
1542136012.74100 | ELM_VOLTAGE          | N/V
1542136012.96758 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136013.18319 | COOLANT_TEMP         | 65 degC
1542136013.40638 | INTAKE_PRESSURE      | 36 kilopascal
1542136013.62954 | RPM                  | 797.0 revolutions_per_minute
1542136013.85347 | SPEED                | 29 kph
1542136014.07897 | INTAKE_TEMP          | 30 degC
1542136014.08047 | #FRAME_END           | ---
1542136014.58652 | #FRAME_START         | ---
1542136014.62122 | ELM_VOLTAGE          | N/V
1542136014.83944 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136015.07100 | COOLANT_TEMP         | 65 degC
1542136015.29416 | INTAKE_PRESSURE      | 39 kilopascal
1542136015.53330 | RPM                  | 761.0 revolutions_per_minute
1542136015.75715 | SPEED                | 22 kph
1542136015.98276 | INTAKE_TEMP          | 30 degC
1542136015.98417 | #FRAME_END           | ---
1542136016.48529 | #FRAME_START         | ---
1542136016.51102 | ELM_VOLTAGE          | N/V
1542136016.72693 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136016.94247 | COOLANT_TEMP         | 65 degC
1542136017.16569 | INTAKE_PRESSURE      | 39 kilopascal
1542136017.38896 | RPM                  | 752.0 revolutions_per_minute
1542136017.61275 | SPEED                | 12 kph
1542136017.83835 | INTAKE_TEMP          | 29 degC
1542136017.83986 | #FRAME_END           | ---
1542136018.34097 | #FRAME_START         | ---
1542136018.37119 | ELM_VOLTAGE          | N/V
1542136018.59863 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136018.81423 | COOLANT_TEMP         | 65 degC
1542136019.03732 | INTAKE_PRESSURE      | 38 kilopascal
1542136019.27657 | RPM                  | 743.0 revolutions_per_minute
1542136019.50053 | SPEED                | 5 kph
1542136019.72606 | INTAKE_TEMP          | 29 degC
1542136019.72743 | #FRAME_END           | ---
1542136020.60451 | #FRAME_START         | ---
1542136020.64097 | ELM_VOLTAGE          | N/V
1542136020.87015 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136021.08522 | COOLANT_TEMP         | 65 degC
1542136021.30840 | INTAKE_PRESSURE      | 39 kilopascal
1542136021.53179 | RPM                  | 736.0 revolutions_per_minute
1542136021.75566 | SPEED                | 1 kph
1542136021.98111 | INTAKE_TEMP          | 29 degC
1542136021.98242 | #FRAME_END           | ---
1542136022.48354 | #FRAME_START         | ---
1542136022.51101 | ELM_VOLTAGE          | N/V
1542136022.72574 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136022.95605 | COOLANT_TEMP         | 65 degC
1542136023.18013 | INTAKE_PRESSURE      | 39 kilopascal
1542136023.40340 | RPM                  | 733.0 revolutions_per_minute
1542136023.62729 | SPEED                | 0 kph
1542136023.85273 | INTAKE_TEMP          | 29 degC
1542136023.85405 | #FRAME_END           | ---
1542136024.35517 | #FRAME_START         | ---
1542136024.38092 | ELM_VOLTAGE          | N/V
1542136024.59745 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136024.81263 | COOLANT_TEMP         | 66 degC
1542136025.03596 | INTAKE_PRESSURE      | 39 kilopascal
1542136025.25908 | RPM                  | 740.0 revolutions_per_minute
1542136025.48306 | SPEED                | 0 kph
1542136025.70897 | INTAKE_TEMP          | 29 degC
1542136025.71115 | #FRAME_END           | ---
1542136026.21418 | #FRAME_START         | ---
1542136026.25096 | ELM_VOLTAGE          | N/V
1542136026.46916 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136026.70031 | COOLANT_TEMP         | 66 degC
1542136026.92364 | INTAKE_PRESSURE      | 39 kilopascal
1542136027.14678 | RPM                  | 747.0 revolutions_per_minute
1542136027.37062 | SPEED                | 0 kph
1542136027.59613 | INTAKE_TEMP          | 29 degC
1542136027.59744 | #FRAME_END           | ---
1542136028.09868 | #FRAME_START         | ---
1542136028.13093 | ELM_VOLTAGE          | N/V
1542136028.35699 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136028.57253 | COOLANT_TEMP         | 66 degC
1542136028.79566 | INTAKE_PRESSURE      | 96 kilopascal
1542136029.01898 | RPM                  | 1414.0 revolutions_per_minute
1542136029.24291 | SPEED                | 12 kph
1542136029.46842 | INTAKE_TEMP          | 30 degC
1542136029.46992 | #FRAME_END           | ---
1542136029.97105 | #FRAME_START         | ---
1542136030.00116 | ELM_VOLTAGE          | N/V
1542136030.21279 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136030.42818 | COOLANT_TEMP         | 66 degC
1542136030.65138 | INTAKE_PRESSURE      | 24 kilopascal
1542136030.87461 | RPM                  | 1480.0 revolutions_per_minute
1542136031.09853 | SPEED                | 19 kph
1542136031.32653 | INTAKE_TEMP          | 30 degC
1542136031.32895 | #FRAME_END           | ---
1542136031.83301 | #FRAME_START         | ---
1542136031.87103 | ELM_VOLTAGE          | N/V
1542136032.10048 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136032.31596 | COOLANT_TEMP         | 66 degC
1542136032.53897 | INTAKE_PRESSURE      | 99 kilopascal
1542136032.77831 | RPM                  | 2355.0 revolutions_per_minute
1542136033.00224 | SPEED                | 32 kph
1542136033.22782 | INTAKE_TEMP          | 31 degC
1542136033.22923 | #FRAME_END           | ---
1542136033.73050 | #FRAME_START         | ---
1542136033.76113 | ELM_VOLTAGE          | N/V
1542136033.98805 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136034.20363 | COOLANT_TEMP         | 66 degC
1542136034.42668 | INTAKE_PRESSURE      | 100 kilopascal
1542136034.66601 | RPM                  | 1908.0 revolutions_per_minute
1542136034.87402 | SPEED                | 37 kph
1542136035.09942 | INTAKE_TEMP          | 32 degC
1542136035.10096 | #FRAME_END           | ---
1542136035.60209 | #FRAME_START         | ---
1542136035.63102 | ELM_VOLTAGE          | N/V
1542136035.85992 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136036.07532 | COOLANT_TEMP         | 66 degC
1542136036.28239 | INTAKE_PRESSURE      | 98 kilopascal
1542136036.50521 | RPM                  | 2400.0 revolutions_per_minute
1542136036.71313 | SPEED                | 46 kph
1542136036.93864 | INTAKE_TEMP          | 32 degC
1542136036.94009 | #FRAME_END           | ---
1542136037.44582 | #FRAME_START         | ---
1542136037.48096 | ELM_VOLTAGE          | N/V
1542136037.69921 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136037.91447 | COOLANT_TEMP         | 66 degC
1542136038.13757 | INTAKE_PRESSURE      | 89 kilopascal
1542136038.36095 | RPM                  | 1922.0 revolutions_per_minute
1542136038.58494 | SPEED                | 49 kph
1542136038.81037 | INTAKE_TEMP          | 31 degC
1542136038.81169 | #FRAME_END           | ---
1542136039.31281 | #FRAME_START         | ---
1542136039.34095 | ELM_VOLTAGE          | N/V
1542136039.55492 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136039.77016 | COOLANT_TEMP         | 67 degC
1542136039.97723 | INTAKE_PRESSURE      | 87 kilopascal
1542136040.20066 | RPM                  | 2126.0 revolutions_per_minute
1542136040.42447 | SPEED                | 54 kph
1542136040.64994 | INTAKE_TEMP          | 32 degC
1542136040.65126 | #FRAME_END           | ---
1542136041.15239 | #FRAME_START         | ---
1542136041.18095 | ELM_VOLTAGE          | N/V
1542136041.39460 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136041.60990 | COOLANT_TEMP         | 66 degC
1542136041.81689 | INTAKE_PRESSURE      | 86 kilopascal
1542136042.04038 | RPM                  | 2330.0 revolutions_per_minute
1542136042.24814 | SPEED                | 59 kph
1542136042.45756 | INTAKE_TEMP          | 32 degC
1542136042.45888 | #FRAME_END           | ---
1542136042.96314 | #FRAME_START         | ---
1542136043.00016 | ELM_VOLTAGE          | N/V
1542136043.21821 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136043.43338 | COOLANT_TEMP         | 66 degC
1542136043.65653 | INTAKE_PRESSURE      | 88 kilopascal
1542136043.88003 | RPM                  | 2541.0 revolutions_per_minute
1542136044.10390 | SPEED                | 65 kph
1542136044.31338 | INTAKE_TEMP          | 33 degC
1542136044.31470 | #FRAME_END           | ---
1542136044.81581 | #FRAME_START         | ---
1542136044.84103 | ELM_VOLTAGE          | N/V
1542136045.05818 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136045.27370 | COOLANT_TEMP         | 67 degC
1542136045.49678 | INTAKE_PRESSURE      | 57 kilopascal
1542136045.72037 | RPM                  | 2160.0 revolutions_per_minute
1542136045.94406 | SPEED                | 66 kph
1542136046.16953 | INTAKE_TEMP          | 32 degC
1542136046.17107 | #FRAME_END           | ---
1542136046.67219 | #FRAME_START         | ---
1542136046.70108 | ELM_VOLTAGE          | N/V
1542136046.91531 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136047.12941 | COOLANT_TEMP         | 67 degC
1542136047.33652 | INTAKE_PRESSURE      | 76 kilopascal
1542136047.55991 | RPM                  | 2234.0 revolutions_per_minute
1542136047.76770 | SPEED                | 69 kph
1542136047.99320 | INTAKE_TEMP          | 32 degC
1542136047.99457 | #FRAME_END           | ---
1542136048.50058 | #FRAME_START         | ---
1542136048.54117 | ELM_VOLTAGE          | N/V
1542136048.75430 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136048.96909 | COOLANT_TEMP         | 67 degC
1542136049.19222 | INTAKE_PRESSURE      | 58 kilopascal
1542136049.41551 | RPM                  | 2283.0 revolutions_per_minute
1542136049.63942 | SPEED                | 70 kph
1542136049.86491 | INTAKE_TEMP          | 32 degC
1542136049.86629 | #FRAME_END           | ---
1542136050.36741 | #FRAME_START         | ---
1542136050.40101 | ELM_VOLTAGE          | N/V
1542136050.60918 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136050.82480 | COOLANT_TEMP         | 67 degC
1542136051.04781 | INTAKE_PRESSURE      | 19 kilopascal
1542136051.27124 | RPM                  | 2117.0 revolutions_per_minute
1542136051.49528 | SPEED                | 64 kph
1542136051.72074 | INTAKE_TEMP          | 31 degC
1542136051.72217 | #FRAME_END           | ---
1542136052.22329 | #FRAME_START         | ---
1542136052.25118 | ELM_VOLTAGE          | N/V
1542136052.48101 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136052.69645 | COOLANT_TEMP         | 67 degC
1542136052.91900 | INTAKE_PRESSURE      | 21 kilopascal
1542136053.14245 | RPM                  | 1340.0 revolutions_per_minute
1542136053.36625 | SPEED                | 51 kph
1542136053.59187 | INTAKE_TEMP          | 31 degC
1542136053.59319 | #FRAME_END           | ---
1542136054.09678 | #FRAME_START         | ---
1542136054.14111 | ELM_VOLTAGE          | N/V
1542136054.35252 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136054.58266 | COOLANT_TEMP         | 67 degC
1542136054.80670 | INTAKE_PRESSURE      | 24 kilopascal
1542136055.03006 | RPM                  | 1825.0 revolutions_per_minute
1542136055.25401 | SPEED                | 36 kph
1542136055.47937 | INTAKE_TEMP          | 31 degC
1542136055.48101 | #FRAME_END           | ---
1542136055.98214 | #FRAME_START         | ---
1542136056.01098 | ELM_VOLTAGE          | N/V
1542136056.24027 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136056.45527 | COOLANT_TEMP         | 67 degC
1542136056.67838 | INTAKE_PRESSURE      | 41 kilopascal
1542136056.90175 | RPM                  | 1214.0 revolutions_per_minute
1542136057.12560 | SPEED                | 23 kph
1542136057.35105 | INTAKE_TEMP          | 31 degC
1542136057.35236 | #FRAME_END           | ---
1542136057.85359 | #FRAME_START         | ---
1542136057.88093 | ELM_VOLTAGE          | N/V
1542136058.09576 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136058.32704 | COOLANT_TEMP         | 67 degC
1542136058.53424 | INTAKE_PRESSURE      | 36 kilopascal
1542136058.75740 | RPM                  | 813.0 revolutions_per_minute
1542136058.98138 | SPEED                | 9 kph
1542136059.19083 | INTAKE_TEMP          | 31 degC
1542136059.19216 | #FRAME_END           | ---
1542136059.69332 | #FRAME_START         | ---
1542136059.72106 | ELM_VOLTAGE          | N/V
1542136059.95147 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136060.16663 | COOLANT_TEMP         | 67 degC
1542136060.38991 | INTAKE_PRESSURE      | 40 kilopascal
1542136060.61315 | RPM                  | 760.0 revolutions_per_minute
1542136060.83692 | SPEED                | 2 kph
1542136061.04703 | INTAKE_TEMP          | 31 degC
1542136061.04840 | #FRAME_END           | ---
1542136061.54951 | #FRAME_START         | ---
1542136061.58112 | ELM_VOLTAGE          | N/V
1542136061.80732 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136062.02284 | COOLANT_TEMP         | 68 degC
1542136062.24595 | INTAKE_PRESSURE      | 40 kilopascal
1542136062.46929 | RPM                  | 731.0 revolutions_per_minute
1542136062.69321 | SPEED                | 0 kph
1542136062.91870 | INTAKE_TEMP          | 30 degC
1542136062.92023 | #FRAME_END           | ---
1542136063.42135 | #FRAME_START         | ---
1542136063.45113 | ELM_VOLTAGE          | N/V
1542136063.66315 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136063.87874 | COOLANT_TEMP         | 68 degC
1542136064.08568 | INTAKE_PRESSURE      | 39 kilopascal
1542136064.30914 | RPM                  | 731.0 revolutions_per_minute
1542136064.51704 | SPEED                | 0 kph
1542136064.74239 | INTAKE_TEMP          | 30 degC
1542136064.74374 | #FRAME_END           | ---
1542136065.24734 | #FRAME_START         | ---
1542136065.28764 | ELM_VOLTAGE          | N/V
1542136065.50288 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136065.71821 | COOLANT_TEMP         | 68 degC
1542136065.92536 | INTAKE_PRESSURE      | 65 kilopascal
1542136066.14862 | RPM                  | 1479.0 revolutions_per_minute
1542136066.37257 | SPEED                | 6 kph
1542136066.59807 | INTAKE_TEMP          | 31 degC
1542136066.59945 | #FRAME_END           | ---
1542136067.10073 | #FRAME_START         | ---
1542136067.13112 | ELM_VOLTAGE          | N/V
